Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2021,CT,Connecticut,New London,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.4,,,5.2,7.7,268805,09011,HLTHOUT,COPD,CrdPrv,COPD,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Fairfield,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,21.9,,,19.6,24.4,959768,09001,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Windham,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,75.4,,,71.5,79.2,116418,09015,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Hartford,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,11.5,,,10.4,12.9,896854,09003,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,New Haven,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,19.4,,,17.0,22.2,863700,09009,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-72.9002033 41.3497185),1044
2020,CT,Connecticut,New London,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,7.8,,,5.0,11.6,268805,09011,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Windham,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,32.8,,,29.3,36.7,116418,09015,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,New Haven,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.1,,,12.3,16.5,863700,09009,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-72.9002033 41.3497185),1044
2020,CT,Connecticut,Middlesex,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,56.5,,,49.0,64.0,164759,09007,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-72.5227802 41.4330028),1043
2020,CT,Connecticut,Fairfield,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,80.2,,,77.3,82.9,959768,09001,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Hartford,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,13.3,,,11.3,15.4,896854,09003,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,Litchfield,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.9,7.1,185000,09005,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-73.2354042 41.7918833),1042
2020,CT,Connecticut,Litchfield,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,48,,,40.5,55.9,185000,09005,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Middlesex,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31,,,26.4,35.8,164759,09007,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,New London,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,6.4,,,5.4,7.5,268805,09011,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Tolland,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.7,,,2.3,3.2,150293,09013,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Hartford,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,24.3,,,21.1,28.0,896854,09003,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-72.7329157 41.8060534),1041
2020,CT,Connecticut,New London,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,41.8,,,35.5,48.0,268805,09011,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-72.1086339 41.4726517),1045
2020,CT,Connecticut,Windham,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,49.2,,,41.5,56.6,116418,09015,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Windham,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,29.4,,,26.0,32.9,116418,09015,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-71.9907017 41.8249987),39
2020,CT,Connecticut,Windham,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,44.2,,,37.1,50.9,116418,09015,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Fairfield,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,21.2,,,18.3,24.5,959768,09001,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Hartford,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.4,,,10.1,13.1,896854,09003,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,Litchfield,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,12.7,,,9.8,16.0,185000,09005,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-73.2354042 41.7918833),1042
2020,CT,Connecticut,Tolland,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,45.9,,,39.0,53.2,150293,09013,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Litchfield,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.2,3.1,185000,09005,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Fairfield,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.1,,,3.4,4.8,959768,09001,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Tolland,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.6,,,4.9,6.4,150293,09013,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Middlesex,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,3.5,,,3.0,4.2,164759,09007,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Middlesex,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3,,,2.7,3.4,164759,09007,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Tolland,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.2,,,4.5,6.0,150293,09013,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Fairfield,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,9.9,,,8.4,11.7,959768,09001,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Litchfield,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,10.8,,,9.0,13.0,185000,09005,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Windham,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.3,,,29.9,40.9,116418,09015,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,New London,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,30.6,,,27.5,34.0,268805,09011,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,New Haven,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,74.4,,,71.0,78.0,863700,09009,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Fairfield,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9.5,,,8.2,11.1,959768,09001,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Tolland,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.9,,,12.8,17.2,150293,09013,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-72.3409779 41.8580807),38
2020,CT,Connecticut,New Haven,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,76,,,72.9,78.8,863700,09009,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-72.9002033 41.3497185),1044
2020,CT,Connecticut,Windham,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,34.6,,,33.0,36.0,116418,09015,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-71.9907017 41.8249987),39
2020,CT,Connecticut,Middlesex,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.6,,,82.1,86.8,164759,09007,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Windham,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,23.6,,,20.6,26.7,116418,09015,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-71.9907017 41.8249987),39
2020,CT,Connecticut,Windham,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.9,,,82.7,87.1,116418,09015,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Hartford,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,60.8,,,57.2,64.8,896854,09003,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,New Haven,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,25.7,,,22.3,29.5,863700,09009,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Tolland,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22.4,,,19.3,25.6,150293,09013,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-72.3409779 41.8580807),38
2020,CT,Connecticut,Windham,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,68.2,,,64.8,71.5,116418,09015,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Fairfield,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.1,,,13.0,17.2,959768,09001,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Litchfield,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,10.7,,,8.9,13.0,185000,09005,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Fairfield,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.5,,,2.3,2.8,959768,09001,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-73.3670614 41.2274128),1040
2020,CT,Connecticut,Hartford,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,7.7,,,4.8,11.2,896854,09003,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,New Haven,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,79.2,,,76.7,82.0,863700,09009,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,New London,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.3,,,9.0,12.0,268805,09011,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Windham,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.1,,,2.8,3.5,116418,09015,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Middlesex,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,12.3,,,9.4,15.5,164759,09007,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,New Haven,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3.2,,,2.7,3.7,863700,09009,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Middlesex,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.4,,,2.1,2.9,164759,09007,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,New London,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.9,,,2.5,3.3,268805,09011,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Litchfield,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,6.7,,,5.1,8.7,185000,09005,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,New London,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,58.3,,,54.0,62.8,268805,09011,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,New London,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,11.2,,,9.4,13.2,268805,09011,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,New Haven,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.9,,,9.7,12.3,863700,09009,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Fairfield,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,5.1,,,4.1,6.3,959768,09001,HLTHOUT,COPD,CrdPrv,COPD,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Middlesex,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,5.9,,,4.4,7.7,164759,09007,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,New London,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,23.8,,,20.4,27.5,268805,09011,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,New Haven,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.7,,,5.0,6.5,863700,09009,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Litchfield,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,21.7,,,18.6,25.1,185000,09005,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,New Haven,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.1,,,2.8,3.4,863700,09009,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Litchfield,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,75.9,,,72.1,79.5,185000,09005,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Fairfield,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,8.8,,,7.6,10.2,959768,09001,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Litchfield,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,7.4,,,6.3,8.7,185000,09005,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Tolland,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,27.4,,,24.4,30.4,150293,09013,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Tolland,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,22.1,,,18.9,25.5,150293,09013,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Litchfield,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.4,,,2.1,2.7,185000,09005,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Fairfield,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6,,,5.5,6.6,959768,09001,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Windham,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.3,,,5.9,8.8,116418,09015,HLTHOUT,COPD,CrdPrv,COPD,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Middlesex,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,36,,,32.7,39.6,164759,09007,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,New London,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,26.2,,,23.3,29.3,268805,09011,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Fairfield,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,10.3,,,8.7,12.2,959768,09001,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Tolland,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.5,,,84.8,89.9,150293,09013,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Middlesex,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.2,,,2.7,3.7,164759,09007,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-72.5227802 41.4330028),1043
2020,CT,Connecticut,Hartford,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,69.2,,,66.3,71.9,896854,09003,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-72.7329157 41.8060534),1041
2020,CT,Connecticut,Windham,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,9.5,,,6.1,13.4,116418,09015,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-71.9907017 41.8249987),39
2020,CT,Connecticut,New London,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,72.6,,,69.7,75.7,268805,09011,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,New London,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10.1,,,8.7,11.7,268805,09011,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Tolland,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.4,,,2.9,4.0,150293,09013,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Tolland,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,8.9,,,7.5,10.3,150293,09013,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Windham,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.2,,,9.5,13.1,116418,09015,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,New London,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,11.4,,,9.5,13.3,268805,09011,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Tolland,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,19.6,,,16.3,23.3,150293,09013,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Hartford,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,33.3,,,29.3,38.0,896854,09003,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-72.7329157 41.8060534),1041
2020,CT,Connecticut,New Haven,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,37.9,,,32.7,43.5,863700,09009,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-72.9002033 41.3497185),1044
2020,CT,Connecticut,Hartford,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,46.5,,,40.0,52.7,896854,09003,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,New London,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,11,,,9.8,12.4,268805,09011,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,New London,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.9,,,5.1,6.6,268805,09011,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Windham,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,85.9,,,83.0,88.5,116418,09015,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,New London,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.3,2.9,268805,09011,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Fairfield,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.2,,,4.5,6.1,959768,09001,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Litchfield,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.2,,,2.9,3.6,185000,09005,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Windham,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,14.1,,,11.7,16.6,116418,09015,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Middlesex,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,21.2,,,18.0,24.4,164759,09007,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Tolland,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,7.9,,,6.7,9.1,150293,09013,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Windham,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,22.7,,,18.7,27.0,116418,09015,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-71.9907017 41.8249987),39
